lgacode21,pd_gd_gc_indig_f,pd_gd_gc_indig_m,pd_gd_gc_non_indig_f,pd_gd_gc_non_indig_m,pd_gd_gc_indig_stat_notstated_f,pd_gd_gc_indig_stat_notstated_m,bd_indig_f,bd_indig_m,bd_non_indig_f,bd_non_indig_m,bd_indig_stat_notstated_f,bd_indig_stat_notstated_m,adip_dip_indig_f,adip_dip_indig_m,adip_dip_non_indig_f,adip_dip_non_indig_m,adip_dip_indig_stat_notstated_f,adip_dip_indig_stat_notstated_m,ct_iii_iv_indig_f,ct_iii_iv_indig_m,ct_iii_iv_non_indig_f,ct_iii_iv_non_indig_m,ct_iii_iv_indig_stat_notstated_f,ct_iii_iv_indig_stat_notstated_m,ct_i_ii_indig_f,ct_i_ii_indig_m,ct_i_ii_non_indig_f,ct_i_ii_non_indig_m,ct_i_ii_indig_stat_notstated_f,ct_i_ii_indig_stat_notstated_m
48410,23,9,3093,2488,5,3,47,20,6248,5061,4,10,28,25,2597,2345,9,3,41,62,2462,4666,6,15,7,4,278,217,0,0
48540,0,0,275,175,0,0,24,0,785,461,0,0,26,8,576,382,4,0,71,45,1269,2690,6,12,19,10,215,144,0,3
48640,0,0,16,4,0,0,0,0,44,17,0,0,0,0,40,7,0,0,4,0,53,106,0,0,0,0,4,10,0,0
48750,0,4,143,101,0,0,0,3,298,194,0,0,0,0,330,210,0,0,3,10,342,653,0,4,0,0,46,26,0,0
48830,0,0,128,59,0,0,0,0,425,197,0,0,9,3,441,237,8,0,24,33,641,1379,5,14,5,0,71,53,0,0
49399,0,0,42,9,0,0,4,4,95,54,0,0,8,4,76,64,0,0,28,21,118,308,0,0,11,8,12,23,0,0
49499,0,0,64,36,0,0,0,0,124,102,0,0,6,3,91,56,0,0,12,12,150,291,0,0,3,3,27,24,0,0
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
50080,6,0,867,532,0,0,23,8,2267,1238,10,8,37,23,1793,1111,7,4,87,101,2366,4133,11,23,24,16,409,285,3,0
50210,15,6,2411,1862,0,6,33,21,5920,3966,11,4,80,36,3805,3052,12,8,147,193,5453,8905,17,27,36,20,788,571,4,0
50250,0,3,88,69,0,0,10,0,292,187,0,0,14,9,215,157,0,0,43,84,347,1079,0,0,13,7,30,38,0,0
50280,0,0,485,324,0,0,14,0,1397,894,13,0,0,7,836,553,5,6,16,26,832,1739,3,14,3,3,117,90,0,0
50350,9,0,660,454,4,0,10,5,1354,934,0,0,7,8,665,543,0,0,19,29,762,1484,5,3,8,4,106,87,4,0
50420,18,8,3088,2319,3,0,36,34,6464,5443,10,3,25,23,3010,2728,4,11,71,81,2873,5561,10,14,12,10,452,304,0,0
50490,13,8,1454,1312,3,0,34,18,3458,2824,0,3,39,16,1793,1707,0,3,77,85,1796,3574,7,15,19,22,282,248,0,0
50560,0,0,23,7,0,0,0,0,86,42,0,0,0,0,66,47,0,0,3,0,74,165,0,0,0,0,8,10,0,0
50630,0,0,23,15,0,0,0,0,78,31,0,0,0,0,55,26,0,0,9,3,81,193,3,0,0,0,21,9,0,0
50770,0,0,18,7,0,0,0,0,113,44,0,0,3,0,67,38,0,0,0,0,104,177,0,4,0,0,10,8,0,0
50840,0,0,99,68,0,0,0,0,297,170,0,0,4,0,274,143,0,0,6,10,334,627,0,0,0,0,51,36,0,0
50910,0,0,17,8,0,0,0,0,39,18,0,0,0,0,22,16,0,0,5,0,46,73,0,0,0,0,5,4,0,0
50980,48,20,520,225,4,0,95,25,1110,586,0,3,95,45,556,397,0,0,191,285,514,1226,3,9,77,30,80,55,0,0
51080,0,0,15,4,0,0,0,0,62,21,0,0,0,0,33,18,0,0,5,5,41,80,0,0,0,0,4,5,0,0
51120,0,0,12,6,0,0,0,0,37,19,0,0,0,0,31,14,0,0,4,0,38,87,0,0,0,0,8,5,0,0
51190,9,4,660,486,0,0,29,4,1771,1087,9,0,17,18,1254,841,7,4,79,91,2222,3589,3,17,29,16,319,235,4,0
51260,18,3,925,559,0,0,16,0,2690,1584,4,5,13,10,1939,1319,6,4,49,68,2374,4580,18,18,11,11,357,223,0,3
51310,4,5,2166,2170,0,0,9,12,4092,3672,9,5,8,0,1192,903,7,4,5,4,498,1013,0,0,5,0,92,58,0,0
51330,13,12,4739,4439,3,6,32,17,9482,8402,16,11,28,12,3986,3726,16,10,77,80,3227,6277,5,24,24,6,528,478,0,0
51400,3,0,393,243,3,0,9,0,1144,637,0,0,14,4,701,526,0,0,40,37,1285,2106,4,9,4,9,213,95,0,0
51470,0,0,12,5,0,0,0,0,21,13,0,0,0,0,15,15,0,0,3,0,21,62,0,0,0,0,8,4,0,0
51540,4,0,72,41,0,0,8,0,229,115,0,0,7,3,115,97,0,0,32,43,179,455,0,4,5,7,38,33,0,0
51610,0,0,26,13,0,0,0,0,80,35,0,0,6,0,64,33,0,0,0,7,81,179,0,0,0,0,6,5,0,0
51680,0,0,92,35,3,0,0,0,261,135,5,0,3,3,273,174,0,0,10,11,362,768,6,11,0,0,59,31,0,0
51710,0,0,42,20,0,0,0,0,60,32,0,0,0,0,46,38,0,0,0,0,54,164,0,0,0,0,18,16,0,0
51750,3,3,901,840,0,0,0,3,1664,1494,5,8,0,0,513,325,4,0,8,0,155,295,3,3,0,0,27,21,0,0
51820,26,20,3970,2954,5,7,74,27,9618,6589,11,10,59,41,5217,4014,8,8,130,151,6036,11924,20,27,29,17,865,624,0,3
51860,0,0,12,0,0,0,0,0,19,6,0,0,0,0,13,5,0,0,0,0,18,50,0,0,0,0,7,3,0,0
51890,0,0,76,30,0,0,0,0,228,88,0,0,6,0,241,133,0,0,24,26,629,1178,5,9,0,5,102,52,0,0
51960,0,0,21,18,0,0,0,4,60,39,0,0,3,6,61,36,0,0,12,17,130,355,3,3,0,3,30,20,0,0
52030,0,0,9,3,0,0,0,0,49,16,0,0,0,0,30,25,0,0,5,3,43,128,0,0,0,0,14,4,0,0
52100,0,0,17,0,0,0,4,0,56,18,0,0,3,0,41,20,0,0,4,0,42,100,0,0,0,0,12,15,0,0
52170,0,0,579,603,0,0,8,0,1285,1167,3,3,0,0,313,222,4,4,0,0,95,205,0,0,0,0,27,14,0,0
52240,0,0,9,3,0,0,0,0,39,26,0,0,0,0,35,25,0,0,3,0,64,85,0,0,0,4,10,11,0,0
52310,0,0,19,5,0,0,0,0,37,20,0,0,0,4,30,30,0,0,0,0,42,98,0,0,0,0,13,4,0,0
52380,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,9,36,0,0,0,0,5,3,0,0
52450,0,0,15,4,0,0,0,0,46,21,0,0,0,0,28,18,0,0,0,5,65,129,0,0,0,0,14,8,0,0
52520,0,0,19,7,0,0,0,0,78,34,0,0,0,0,37,23,0,0,6,0,41,101,0,0,0,0,12,3,0,0
52590,0,0,39,31,0,0,0,0,161,69,0,0,6,0,137,93,0,0,3,8,150,401,0,6,0,0,19,11,0,0
52660,0,0,189,102,0,0,14,0,682,368,0,0,17,3,543,372,4,0,28,25,1082,1845,5,14,10,3,176,95,0,0
52730,0,0,238,173,0,0,3,0,478,324,4,3,0,3,347,199,0,0,10,5,284,626,0,5,0,3,52,28,0,0
52800,12,4,97,52,0,0,24,3,232,93,0,0,35,10,91,74,0,0,117,157,93,279,0,4,58,27,18,6,0,0
52870,0,0,128,81,3,0,0,0,357,171,3,0,3,6,266,193,0,0,9,21,364,699,9,8,6,4,62,33,0,0
52940,0,0,7,3,0,0,0,0,36,6,0,0,0,0,27,17,0,0,0,3,22,60,0,0,0,0,4,4,0,0
53010,0,0,7,0,0,0,0,0,36,22,0,0,0,0,16,13,0,0,0,0,24,48,0,3,0,0,9,0,0,0
53080,0,0,7,4,0,0,0,0,14,17,0,0,0,0,12,10,0,0,3,3,22,37,3,0,0,0,0,3,0,0
53150,0,0,531,438,0,0,4,0,1000,809,0,6,4,5,318,268,5,0,7,4,202,393,0,5,0,0,35,30,0,0
53220,0,0,90,113,0,0,9,4,277,285,3,0,23,6,198,233,4,0,46,105,317,1337,0,8,25,22,46,66,0,0
53290,0,0,197,98,0,0,8,4,660,330,5,0,8,5,464,285,3,4,34,38,730,1460,10,11,16,6,140,76,0,0
53360,0,0,77,30,0,0,0,3,225,112,0,3,0,3,102,92,0,0,6,8,167,436,8,4,0,3,36,16,0,0
53430,11,4,2228,1716,3,0,24,9,3864,2830,9,3,13,16,1340,1207,7,3,29,35,992,2100,0,13,8,3,157,128,0,0
53570,0,0,80,31,0,0,0,0,237,125,0,0,6,5,205,147,0,4,3,12,247,724,0,10,0,3,43,21,0,0
53640,0,0,17,9,0,0,0,0,60,40,0,0,0,0,32,24,0,0,3,5,49,104,0,0,0,0,3,5,0,0
53710,0,0,8,7,0,0,0,0,32,24,0,0,0,0,29,10,0,0,0,4,62,75,0,0,0,0,13,8,0,0
53780,27,13,3357,2867,3,4,62,15,8093,5983,15,11,68,37,4641,4172,12,11,191,207,5912,10825,8,40,53,20,930,686,7,0
53800,15,5,683,386,0,3,58,22,1839,868,0,0,94,40,1414,906,3,4,190,196,2199,4219,11,28,84,35,414,269,0,0
53920,5,3,31,25,0,0,12,0,78,41,0,0,8,3,21,22,0,0,82,112,25,71,0,0,25,19,4,5,0,0
53990,0,5,446,256,0,3,15,3,1381,748,3,0,13,6,1091,701,0,0,57,71,2064,3602,7,5,8,8,323,192,0,0
54060,3,0,43,18,0,0,0,0,126,59,0,0,0,0,141,79,0,0,7,7,186,422,0,5,4,0,35,23,0,0
54130,0,0,10,7,0,0,0,0,73,30,0,0,0,0,40,20,0,0,3,3,50,112,0,0,0,0,10,10,0,0
54170,22,14,5679,4790,8,6,45,32,14009,10477,23,16,34,34,7909,6588,18,14,81,122,7372,16474,21,50,17,15,966,667,0,0
54200,14,6,1523,1175,0,3,31,10,3901,2645,3,0,44,14,2664,2016,3,4,79,108,3171,6455,14,20,17,15,476,310,0,0
54280,8,6,524,400,0,0,33,10,1306,850,0,4,24,13,825,542,0,3,91,149,1415,3549,3,13,23,24,259,171,0,0
54310,8,3,442,263,0,0,24,10,1143,604,0,0,40,8,654,540,0,0,132,218,963,2735,12,11,31,21,184,115,0,5
54340,0,0,49,20,0,0,4,0,136,71,0,0,6,0,91,60,0,0,10,15,165,329,0,0,3,0,39,29,0,0
54410,0,0,13,9,0,0,0,0,52,12,0,0,0,0,19,23,0,0,0,4,53,97,0,0,0,0,7,4,0,0
54480,0,0,7,5,0,0,0,0,30,17,0,0,0,0,13,12,0,0,0,0,21,39,0,0,0,0,0,4,0,0
54550,0,0,18,11,0,0,0,0,136,62,0,0,3,0,64,48,0,0,0,9,68,139,0,0,0,0,20,11,0,0
54620,0,0,8,0,0,0,0,0,45,13,0,0,3,0,31,12,0,0,7,0,33,64,0,0,0,0,3,5,0,0
54690,0,0,0,0,0,0,0,0,12,3,0,0,0,0,9,4,0,0,0,0,15,32,0,0,0,0,6,0,0,0
54760,0,0,15,0,0,0,0,0,54,21,0,0,0,0,24,16,0,0,0,0,26,61,0,0,0,0,5,11,0,0
54830,12,8,1015,648,0,0,33,15,2590,1722,7,0,35,15,1713,1259,3,4,99,116,2682,4526,3,22,25,17,439,333,0,0
54900,0,0,8,3,0,0,0,0,92,26,0,0,0,0,54,22,0,0,0,0,46,133,0,0,0,0,0,3,0,0
54970,0,0,9,13,0,0,5,0,27,29,0,0,0,0,14,36,0,0,15,14,21,113,0,0,0,0,4,8,0,0
55040,0,0,15,16,0,0,0,0,32,34,0,0,8,0,42,35,0,0,3,6,46,161,0,0,0,0,10,17,0,0
55110,13,11,1468,988,0,3,42,11,4183,2368,14,3,55,28,3996,2727,15,8,194,197,5717,10411,17,51,27,29,825,495,4,0
55180,0,0,154,75,0,0,0,0,425,244,0,0,4,4,293,181,0,0,23,22,502,914,3,5,4,6,106,63,0,0
55250,0,0,12,9,0,0,5,0,38,23,0,0,3,0,16,21,0,4,9,14,19,103,0,3,7,0,3,9,0,0
55320,21,14,5573,5177,4,4,48,23,11960,9979,27,13,32,31,4780,3818,14,9,33,60,3224,6524,11,28,13,8,572,388,0,0
55390,0,0,5,7,0,0,0,0,8,16,0,0,0,0,0,17,0,0,4,9,6,75,0,0,0,0,3,4,0,0
55460,4,0,32,35,0,0,0,0,125,62,3,0,9,0,75,43,0,0,3,12,127,312,0,3,0,3,38,20,0,0
55530,0,0,6,4,0,0,0,0,23,8,0,0,6,0,5,3,0,0,0,0,16,31,0,0,0,0,0,0,0,0
55600,0,0,33,9,0,0,0,0,116,50,0,0,6,0,51,30,0,0,8,9,99,204,3,3,6,0,8,5,0,0
55670,0,0,14,3,0,0,0,0,20,8,0,0,0,0,18,8,0,0,0,7,30,51,0,0,0,0,7,4,0,0
55740,3,3,696,635,0,0,4,6,1196,1087,8,7,0,0,366,290,0,0,0,5,202,341,0,0,0,0,29,12,0,0
55810,0,0,9,0,0,0,0,0,16,11,0,0,4,0,9,9,0,0,0,6,15,49,0,0,0,0,8,3,0,0
55880,0,0,10,5,0,0,0,0,23,6,0,0,0,0,8,9,0,0,3,0,26,36,0,0,0,0,0,6,0,0
55950,0,0,6,4,0,0,0,0,24,10,0,0,0,0,17,8,0,0,0,0,19,54,0,0,0,0,3,4,0,0
56090,10,0,1126,805,0,0,27,15,2577,1685,8,9,38,18,1781,1306,5,7,46,84,2082,4451,6,22,7,14,290,190,0,0
56160,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,3,3,0,3,0,0,0,0,0,0,0,0
56230,7,0,204,105,0,0,6,0,586,289,3,0,12,7,655,404,8,3,17,46,1204,2209,6,14,4,4,183,116,0,0
56300,0,0,49,14,0,0,0,0,72,46,0,0,5,0,76,46,0,0,0,7,62,170,0,0,0,0,12,5,0,0
56370,0,0,15,0,0,0,0,0,46,9,0,0,0,0,22,10,0,0,0,0,19,45,0,0,0,0,3,0,0,0
56460,0,0,70,42,0,0,5,5,247,141,0,0,0,6,182,93,0,0,14,15,251,442,0,10,3,0,41,21,0,0
56580,5,6,1856,2008,0,0,9,7,3170,2994,6,20,3,0,857,535,0,3,4,4,293,511,0,3,0,0,46,38,0,0
56620,0,0,9,0,0,0,0,0,22,26,0,0,0,0,8,3,0,0,12,10,3,16,0,0,9,0,0,0,0,0
56730,0,0,158,100,0,0,6,5,387,204,0,3,10,5,375,191,0,0,28,27,567,1111,0,9,14,7,132,66,0,0
56790,0,0,45,13,0,0,0,0,112,66,4,0,3,0,103,62,0,0,8,17,140,364,0,0,0,0,20,10,0,0
56860,0,0,3,0,0,0,0,0,7,0,0,0,0,0,10,4,0,0,0,0,9,16,0,0,0,0,0,4,0,0
56930,0,0,99,90,0,0,0,0,226,214,0,0,0,0,59,41,0,0,0,0,18,31,0,0,0,0,6,0,0,0
57000,0,0,9,9,0,0,0,0,18,16,0,0,0,0,16,12,0,0,3,6,19,58,0,0,0,0,5,3,0,0
57080,13,5,2172,2353,0,0,15,17,3835,3961,0,0,6,12,1212,1141,8,0,36,30,709,1350,3,8,11,12,123,126,0,0
57140,0,0,10,8,0,0,0,0,41,17,0,0,0,0,36,21,3,0,7,3,45,96,0,0,0,0,12,6,0,0
57210,0,3,76,46,0,0,9,0,248,156,3,0,4,3,229,134,5,0,9,12,306,500,0,9,0,3,62,37,0,0
57280,12,3,222,159,0,0,42,12,740,325,0,0,56,21,422,369,0,4,128,254,609,1824,5,9,53,31,116,50,0,0
57350,0,0,12,6,0,0,0,0,34,11,0,0,0,0,24,18,0,0,3,0,38,68,0,0,0,0,3,6,0,0
57420,0,0,28,15,0,0,5,0,110,58,0,0,5,0,78,56,0,0,6,9,87,232,0,0,4,0,12,8,0,0
57490,22,11,2212,1377,6,8,70,26,6214,3321,7,7,92,51,5850,4259,10,12,259,311,9374,16178,25,71,52,32,1305,869,3,4
57630,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
57700,6,0,536,319,0,0,13,9,1467,824,0,0,25,6,1443,849,4,3,76,64,2134,3897,8,24,13,11,263,161,0,0
57770,0,0,24,9,0,0,0,0,60,43,0,0,0,3,39,35,0,0,0,19,46,107,0,0,0,0,11,5,0,0
57840,12,8,2822,2698,3,7,21,29,5456,4910,12,6,17,14,1876,1568,4,0,31,33,1247,2207,3,7,5,6,199,138,0,0
57910,44,30,10892,9176,21,12,102,67,23609,19436,31,26,89,36,10287,8736,20,31,173,187,8284,15543,29,60,31,25,1262,820,6,0
57980,3,5,1653,1558,0,3,15,12,2604,2219,7,13,0,8,692,499,0,0,3,4,340,499,0,5,0,3,56,44,0,0
58050,30,15,3313,2312,9,0,92,38,8686,5799,9,10,128,64,6306,4827,10,11,345,388,8723,15410,21,43,59,46,1208,932,5,0
58190,0,0,0,0,0,0,0,0,24,10,0,0,0,0,11,10,0,0,0,0,14,29,0,0,0,0,8,0,0,0
58260,0,0,4,5,0,0,0,0,16,12,0,0,0,0,13,16,0,0,0,4,26,46,0,0,0,0,5,0,0,0
58330,0,0,101,50,0,0,0,0,185,106,0,0,8,3,228,122,0,0,7,5,242,576,0,5,0,0,40,23,0,0
58400,0,0,4,0,0,0,0,0,4,3,0,0,0,0,7,9,0,0,0,3,13,33,0,0,0,0,0,0,0,0
58470,0,0,3,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0
58510,14,10,2133,1800,0,3,32,19,4107,3532,5,4,22,19,1563,1416,3,4,43,53,1354,2482,4,7,7,12,227,183,0,0
58540,0,0,5,8,0,0,0,0,37,15,0,0,0,0,30,9,0,0,0,0,30,64,0,3,0,0,8,0,0,0
58570,13,10,2640,2281,3,3,20,23,4975,4478,9,4,20,13,1506,1379,4,4,20,23,1047,1991,0,4,4,0,178,115,0,0
58610,0,0,21,10,0,0,0,0,86,34,0,0,0,0,42,29,0,0,0,3,83,155,0,0,0,0,5,9,0,0
58680,0,0,0,0,0,0,0,4,18,4,0,0,0,0,24,11,0,0,0,0,24,61,0,0,0,0,0,0,0,0
58760,29,15,4354,3122,5,6,79,28,12564,7950,22,11,99,34,9712,6730,17,15,226,264,11810,21595,38,82,60,43,1774,1162,5,3
58820,0,0,34,21,0,0,0,0,128,63,0,0,6,3,155,89,0,0,17,12,280,535,0,5,7,5,47,15,0,0
58890,0,0,6,6,0,0,0,0,39,17,0,0,0,0,27,10,0,0,5,0,28,70,0,0,4,0,4,6,0,0
59030,0,0,0,0,0,0,0,0,12,3,0,0,0,0,8,6,0,0,0,0,17,21,0,0,0,0,3,0,0,0
59100,0,0,3,0,0,0,0,0,31,15,0,0,0,0,26,9,0,0,0,0,35,52,0,0,0,0,6,0,0,0
59170,0,0,18,3,0,0,0,0,65,26,0,0,0,0,39,30,0,0,0,0,55,82,0,0,0,0,7,5,0,0
59250,0,0,3,3,0,0,4,0,12,15,0,0,0,0,8,15,0,0,5,6,9,58,0,0,0,0,4,4,0,0
59310,0,0,16,12,0,0,0,0,47,25,0,0,0,0,45,16,0,0,0,3,63,141,0,4,0,0,19,8,0,0
59320,0,0,8,4,0,0,0,0,20,14,0,0,0,0,22,5,0,0,0,0,28,38,0,0,0,0,6,3,0,0
59330,0,0,0,4,0,0,0,0,20,11,0,0,0,0,12,6,0,0,0,3,23,38,0,0,0,0,6,0,0,0
59340,3,10,158,87,0,0,18,14,416,200,0,6,32,18,192,122,0,4,79,105,214,525,0,3,38,19,27,12,0,0
59350,0,0,3,0,0,0,0,0,7,9,0,0,0,0,0,5,0,0,0,0,6,39,0,0,4,0,0,0,0,0
59360,0,0,4,9,0,0,0,0,46,32,0,0,0,0,34,26,0,0,0,0,39,131,0,0,0,0,8,6,0,0
59370,0,0,79,32,0,0,6,0,162,99,0,0,0,3,169,95,0,3,10,6,163,347,0,4,5,0,20,19,0,0
59499,3,0,134,82,0,0,3,4,333,223,0,0,4,5,182,142,0,0,15,34,268,616,3,4,6,6,45,33,0,0
59799,0,0,0,7,0,0,0,0,9,31,0,0,0,0,5,22,0,0,0,5,3,96,0,0,0,0,3,0,0,0
60210,9,0,132,89,0,0,5,3,337,212,0,3,4,4,270,171,0,0,24,17,370,791,0,10,0,11,56,31,0,0
60410,3,3,241,159,0,0,21,9,547,321,0,0,45,9,549,320,0,0,146,134,1192,1838,9,4,34,19,192,92,3,0
60610,18,4,376,260,4,0,31,17,828,563,0,3,41,27,668,427,6,0,139,140,1254,1989,4,8,35,13,210,110,0,0
60810,16,3,466,291,6,0,52,19,1180,664,3,5,59,28,852,542,4,0,154,192,1373,2541,3,19,25,7,207,85,0,0
61010,0,0,51,34,0,0,0,0,75,64,0,0,0,0,63,64,0,0,8,13,135,241,0,4,5,0,31,7,0,0
61210,7,4,66,103,0,0,18,5,265,185,0,0,47,18,193,148,0,0,109,108,410,704,5,9,22,14,55,47,0,0
61410,39,25,2740,2001,3,9,62,36,4680,3533,8,10,69,33,2462,2035,8,0,161,215,2981,5707,4,24,29,16,418,239,0,0
61510,4,0,155,108,0,0,14,3,315,210,0,0,16,3,338,197,0,3,66,51,668,1179,0,8,15,7,92,56,4,0
61610,16,8,467,372,0,0,46,16,1188,747,10,4,47,32,955,602,4,0,147,150,1679,2658,11,14,23,19,292,151,0,0
61810,0,5,96,55,0,0,8,0,290,135,0,0,9,5,219,128,0,0,15,19,353,747,3,5,3,0,85,35,0,0
62010,0,0,27,16,0,0,7,0,58,27,0,0,7,5,35,26,0,0,6,14,37,100,0,0,0,0,6,0,0,0
62210,3,0,93,67,0,3,6,0,262,147,0,0,4,0,216,154,4,5,28,26,407,782,0,8,10,4,64,45,0,0
62410,0,0,130,113,0,0,10,3,270,216,0,0,8,4,226,183,0,0,7,15,244,545,0,7,4,4,40,26,0,0
62610,16,12,2008,1786,0,3,46,29,2799,2469,8,5,71,37,1612,1255,7,9,188,204,2764,4474,21,28,48,25,383,250,4,0
62810,42,17,5561,4466,14,9,68,47,7110,6017,14,15,26,24,2043,1735,7,7,46,67,1368,2539,3,14,14,4,219,200,4,0
63010,9,4,597,430,0,0,30,12,1183,762,4,0,36,15,708,526,4,0,136,186,890,1775,8,10,18,15,139,84,0,0
63210,5,0,131,77,0,0,11,4,291,179,0,0,11,9,255,179,0,0,30,38,388,770,0,9,6,6,66,35,0,0
63410,0,0,34,22,0,0,0,0,79,38,0,0,0,0,57,46,0,0,3,5,89,189,0,5,0,0,7,4,0,0
63610,35,15,2507,1813,5,0,58,23,3758,2885,15,8,69,27,1757,1321,3,6,99,183,1724,3186,11,24,11,8,227,126,0,0
63810,5,0,230,167,5,0,15,7,618,296,0,0,23,16,467,292,3,0,63,75,822,1477,7,15,11,6,112,54,0,0
64010,23,16,2285,2042,3,4,77,43,4838,3390,12,13,66,27,2430,1763,12,7,192,193,3783,6051,12,40,41,33,605,351,3,4
64210,9,3,426,286,0,0,16,10,1168,674,5,3,25,10,768,578,3,3,55,45,1215,2180,5,9,15,5,211,88,0,0
64610,4,0,259,169,0,0,11,3,718,375,0,0,8,0,504,373,0,0,28,34,805,1506,3,15,0,3,123,64,0,0
64810,8,0,407,252,3,0,22,8,868,544,5,3,25,9,695,442,3,4,70,85,1148,2008,5,12,12,6,157,61,0,0
65010,6,5,77,42,0,0,8,0,240,124,0,0,12,0,231,114,0,0,36,48,387,699,3,11,7,4,61,31,0,0
65210,0,0,88,60,4,0,4,3,138,102,0,0,8,0,112,66,0,0,9,17,125,279,0,9,4,3,25,14,0,0
65410,10,0,258,181,0,0,29,10,662,363,0,0,43,12,531,304,3,0,91,132,829,1563,4,10,21,8,109,56,0,0
65610,6,0,44,43,0,0,6,0,135,86,0,0,6,0,113,83,0,0,25,31,236,496,0,4,0,0,41,16,0,0
65810,7,9,853,633,0,0,15,7,1688,1112,5,4,25,13,1112,812,0,0,45,53,1415,2782,5,10,8,0,235,100,3,0
69499,0,0,31,18,0,0,0,0,57,22,0,0,0,0,30,27,0,0,6,9,62,99,0,0,6,0,18,9,0,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0
70200,36,22,1275,749,4,0,90,22,2080,1284,9,7,106,42,803,750,11,7,230,260,980,1950,8,32,58,31,92,62,0,0
70420,8,6,103,74,0,0,19,14,162,105,0,0,37,18,91,82,0,4,65,127,108,238,0,3,41,11,13,21,0,0
70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
70620,0,3,37,17,0,0,22,12,54,31,0,0,10,8,25,19,0,0,40,69,31,71,0,0,33,15,6,3,0,0
70700,4,0,26,8,0,0,5,0,42,25,0,0,8,8,41,25,0,0,8,18,41,93,0,0,3,0,3,12,0,0
71000,102,53,4696,3624,12,0,199,91,7562,5406,21,11,203,98,2745,2701,6,5,427,471,2682,5853,10,21,105,50,362,311,0,0
71150,0,0,26,29,0,0,0,0,30,44,0,0,0,0,12,17,0,0,0,0,9,20,0,0,0,0,7,0,0,0
71300,9,0,65,34,0,0,29,12,81,61,0,0,48,19,20,28,0,0,100,125,22,72,0,0,64,55,6,0,0,0
72200,11,0,254,160,0,0,32,12,535,283,0,0,53,22,292,243,4,0,107,127,346,813,9,7,28,30,41,43,0,0
72300,18,8,449,178,0,0,48,20,927,454,9,0,48,26,804,553,9,6,132,169,1090,2926,8,26,27,26,154,119,0,0
72330,7,0,42,29,0,0,10,9,91,55,0,0,19,4,39,29,0,0,54,88,30,79,0,3,50,25,4,0,0,0
72800,39,19,996,562,0,0,106,41,2017,1114,4,4,124,81,1357,1060,6,4,346,384,2018,3627,14,16,75,42,278,188,0,0
73600,5,0,40,28,0,0,40,19,90,43,0,0,35,18,37,45,0,0,126,179,55,132,3,3,88,76,5,6,0,0
74050,0,0,16,8,0,0,14,3,27,24,0,0,10,4,11,8,0,0,31,37,11,28,0,0,11,16,0,0,0,0
74550,9,4,25,11,0,0,6,3,52,27,0,0,11,3,33,36,0,3,64,80,45,96,0,3,27,33,8,8,0,0
74560,3,0,20,9,0,0,0,0,30,18,0,0,0,0,19,10,0,3,0,3,19,51,0,0,0,0,4,4,0,0
74660,0,5,59,39,0,0,3,4,109,78,0,0,24,24,45,35,0,0,103,156,58,151,0,0,65,56,3,3,0,0
74680,0,0,17,14,0,0,3,5,33,24,0,0,3,5,13,11,0,0,19,17,11,30,4,0,11,22,5,0,0,0
79399,6,3,208,107,0,0,20,3,383,232,0,4,15,10,193,172,0,0,79,89,258,686,0,4,9,10,45,22,0,0
79499,0,3,82,52,0,0,4,6,162,86,0,0,3,6,84,65,0,0,5,12,87,212,0,0,8,10,10,6,0,0
79799,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,3,0,0
89399,245,185,35323,33690,55,45,471,333,48783,40151,73,69,439,331,18629,14891,47,31,472,634,14088,24444,36,91,79,54,1955,1413,5,0
89499,4,0,30,11,0,0,0,0,44,21,0,0,0,0,22,16,0,0,5,6,18,42,0,0,0,0,3,8,0,0
89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99399,0,0,72,26,0,0,9,5,130,87,0,0,9,0,114,68,0,0,14,16,95,270,0,0,0,0,25,5,0,0
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
